6.193389062876600848e-01,8.670229812620309229e-01,1.047591464303647912e+00,1.177811005910303743e+00,1.161935899593649291e+00,1.153364912259698283e+00,9.377542503426314902e-01,8.893610311446844552e-01,8.046539677219155529e-01,1.283341803520092750e+00
9.248890596724312907e-01,1.055912856170794445e+00,1.115277063158316651e+00,8.523362904065369117e-01,1.213980184293023346e+00,5.501738761240790865e-01,5.605922703256402961e-01,6.336254454311368578e-01,9.789110321856739905e-01,9.389473486226452836e-01
1.071273793810773700e+00,7.720530165356938035e-01,1.221606611603144765e+00,1.286707954687554611e+00,1.000438177843593568e+00,5.978719033470387689e-01,5.583876904182334400e-01,1.138473759643071404e+00,1.112467977640208439e+00,8.255242124424454486e-01
7.569418696121056334e-01,1.448331937822670223e+00,1.083073379646236623e+00,8.240875486323381294e-01,1.370487240814617147e+00,8.540505341676375428e-01,7.512114330143417895e-01,8.843425115074882159e-01,1.208337990492703407e+00,1.302353135160543296e+00
1.438261813058885785e+00,1.452151073811371873e+00,9.300191309340315460e-01,1.494513487762548998e+00,1.466120637172465768e+00,6.720410120852968738e-01,1.050510185961409437e+00,1.003903069341416154e+00,8.335150328461654601e-01,1.407821993425685037e+00
6.524487108167054128e-01,6.155647536735131542e-01,1.353411363610704576e+00,1.406412940708277715e+00,7.321755873240941570e-01,5.604432407872764754e-01,1.172300930760039384e+00,8.778578897799136360e-01,1.059938290194671229e+00,1.162887638065598583e+00
1.035211533077407431e+00,8.978159415833576462e-01,5.419349809087360414e-01,8.439930815020157961e-01,1.360032591434050975e+00,8.097102339546388139e-01,8.542685350992696991e-01,5.852961658126435429e-01,5.201964423833153051e-01,1.391871417740688122e+00
7.460031651968244137e-01,5.351890517367743350e-01,1.369219264437702588e+00,9.550502297573832955e-01,1.017934094735697181e+00,9.512555035042985496e-01,9.253626489615273121e-01,1.180671723407876517e+00,1.011984745141876196e+00,9.730657448848388791e-01
9.866882571848465400e-01,1.323174104109208660e+00,1.404199558387168256e+00,1.003888249909910435e+00,1.395888675222830777e+00,1.096551356879196693e+00,1.482207903595102572e+00,1.190858477923568692e+00,1.486840902111298490e+00,7.661705224630613875e-01
7.581347391570818495e-01,6.841691135802647761e-01,8.738428187939186742e-01,1.042284846598562575e+00,7.057572547821684417e-01,1.316658908080385881e+00,8.354998376574364061e-01,6.062383584296321404e-01,1.327786641001818424e+00,7.496647606832805844e-01
1.332397316604696513e+00,9.543113416088450096e-01,1.399398775733009304e+00,1.033676916290828585e+00,7.225989584445045022e-01,1.129550325366266206e+00,1.037915430175374354e+00,8.282533638467615145e-01,1.272136480684895155e+00,1.438181386646481652e+00
6.669814714285928758e-01,1.147239796815632928e+00,5.275249127752672518e-01,1.150510407012090397e+00,1.321707680635433757e+00,1.247641259541187431e+00,9.585106983577964535e-01,5.057753027990307126e-01,1.050074228602383197e+00,1.396363811216344342e+00
1.324486723809014554e+00,5.740600289965859249e-01,6.353382752196972127e-01,1.273653207728754566e+00,1.215043667275122141e+00,8.559930934770443312e-01,1.070108997020781993e+00,1.097471074308954631e+00,1.245133645284170365e+00,7.756228497347111839e-01
9.863149394707036999e-01,1.001881615730112252e+00,7.296051241192964554e-01,1.209971795224700664e+00,1.115216436357667318e+00,1.413552654396501129e+00,6.834002522565183479e-01,7.103856392164346056e-01,9.592595283687070928e-01,1.162003637181182158e+00
1.385466646301917626e+00,9.517457988439174121e-01,1.174781224694189330e+00,1.061963321115220626e+00,1.246234961564671728e+00,1.029108149372910175e+00,8.056167327320371552e-01,1.183519437593344215e+00,5.970361253661272682e-01,1.446054029325770873e+00
1.072086413876010891e+00,1.403785290674809616e+00,7.136236003982380227e-01,6.741444578020927558e-01,1.006486189478702720e+00,8.552129074947496523e-01,7.020903126731885546e-01,6.005784156734661483e-01,9.843612294132098040e-01,8.185107534055477974e-01
7.903180786164637484e-01,5.418904692453070382e-01,1.300157577964073941e+00,8.954332128755034814e-01,8.414549803044533149e-01,7.584397256917232433e-01,1.057691976104035536e+00,1.362667983328031074e+00,5.881805361205051375e-01,1.124911537730061362e+00
5.238665941048560315e-01,1.345078057648955161e+00,1.302462632635092987e+00,1.081047431695846939e+00,1.429497197590097191e+00,1.020984715147237099e+00,1.301968009231322831e+00,1.258227922897508622e+00,1.452652255325949326e+00,1.410432701542503331e+00
1.424527056508734901e+00,9.067454712444461551e-01,1.381127731882161314e+00,1.290514994635735047e+00,1.344099389950701884e+00,1.445609245180130342e+00,1.383411037545051903e+00,1.139738275324149175e+00,1.121935725767768011e+00,8.715194961207325397e-01
1.197400682776635694e+00,6.911554898346965459e-01,1.155087308314678651e+00,1.210333932374358268e+00,9.218662999623773446e-01,8.007146918683847314e-01,9.537373361116866510e-01,6.271425163009815007e-01,1.026427702162501898e+00,1.488045148401063056e+00
6.755749200297912482e-01,1.430030707811528856e+00,1.159104190977171989e+00,6.985628879309794259e-01,1.393358946332545090e+00,1.448900484522012810e+00,8.475381977266611688e-01,1.439052170608913661e+00,1.231456994021032259e+00,9.382446249077407430e-01
7.086953878252038042e-01,1.229332310203814504e+00,6.311278186888747976e-01,5.107889903869724524e-01,1.323588705911485253e+00,9.760854555902407359e-01,1.383009507615252875e+00,9.095511829569900009e-01,1.276339087747479173e+00,1.017043829038494662e+00
9.749240207995634178e-01,5.991702711410517024e-01,1.193181072688624500e+00,7.227662512415088392e-01,8.618549156318414672e-01,9.667741760197453571e-01,9.918587719434777128e-01,1.234204529786724347e+00,5.098329387956022085e-01,5.493518228046615492e-01
1.341107293712975324e+00,6.485605011921345975e-01,1.032637749928217552e+00,6.905221109842556437e-01,7.220618517650645440e-01,6.621354057789167191e-01,7.504539507630765272e-01,8.084230417351502274e-01,1.150007233632828640e+00,1.443066440651053828e+00
6.560675631740058300e-01,8.355295793574949448e-01,9.693714463632423506e-01,9.320381916748495810e-01,1.137428156286945935e+00,1.175401407111071439e+00,5.163439671761076433e-01,7.801987704021230430e-01,5.699522309628485273e-01,5.224283921034105216e-01
