1.290121293344982156e+00,5.572848629974171963e-01,5.496332638943953741e-01,9.068216111950415659e-01
1.453792090029861983e+00,1.228685892909564981e+00,6.984838983925207856e-01,5.718366127562238832e-01
9.393128932354839478e-01,1.341544418541831263e+00,8.405066534814521484e-01,1.068064945934074306e+00
1.039731749248591797e+00,9.020611206801207871e-01,6.367968711018370254e-01,8.800059167746819844e-01
8.583841060705463821e-01,1.336824252261190615e+00,1.243627673990907789e+00,6.879672227882814850e-01
5.028783898201355518e-01,1.332186940136524944e+00,1.343132889238004335e+00,6.101954153647553003e-01
8.851181369352639772e-01,7.149503421686784765e-01,9.452007645674467273e-01,1.236936553019397422e+00
7.761404442066602849e-01,1.104873710711793855e+00,1.444526665808250065e+00,9.305171384218395847e-01
6.345173963108915460e-01,1.147452981290803198e+00,1.089845688407820923e+00,1.083869333976312577e+00
1.008193770589954408e+00,1.461064084608126201e+00,9.878424719094490714e-01,8.926519760038279516e-01
1.311088084428700062e+00,7.920949611645453636e-01,7.957255931642697178e-01,1.187987710110621098e+00
7.647913227855419604e-01,1.106021809928545485e+00,1.378061528866125096e+00,1.421600835639198479e+00
5.602838943468260169e-01,8.361057227080789245e-01,9.239009922751360016e-01,1.402553573454215385e+00
1.281668419018084482e+00,1.221237674287646069e+00,8.060849419149819228e-01,5.161279155266838004e-01
5.114947452638708425e-01,1.081486709745523189e+00,5.870392852382957383e-01,8.186273893014108793e-01
5.238295923829322520e-01,1.044528250995997443e+00,9.810281527764038723e-01,7.272610806218654522e-01
9.633141664038675778e-01,8.678391326248062754e-01,6.509393703323379521e-01,6.758263296522978303e-01
1.343452951490619274e+00,1.103083953447822285e+00,1.385200289347371161e+00,1.132670794062470954e+00
7.706916679857839236e-01,1.019588586507693684e+00,5.350731388588724213e-01,1.457349495745047907e+00
5.709264112922869394e-01,5.359058045418716443e-01,5.407017344283135962e-01,1.458477432093124193e+00
7.738493079431135735e-01,5.045569514462350247e-01,1.113467711291939999e+00,1.231001421084235936e+00
1.226668447092067904e+00,1.396107497793186436e+00,7.168094418218617925e-01,1.467012381878518568e+00
1.136058374691648831e+00,7.762636184523697969e-01,1.249398197118629650e+00,5.627151444426053972e-01
1.213022468918396601e+00,1.040101127004227521e+00,9.234888089168591385e-01,1.379688525633355312e+00
1.277027051166661042e+00,1.048805115810132360e+00,9.974006414811787957e-01,5.663736141339202890e-01
6.581576813019077710e-01,7.135945270442948241e-01,1.048268762495705442e+00,7.288742746547377527e-01
7.800141543622307605e-01,6.293971369744033595e-01,1.253427814126618856e+00,7.347980857600903137e-01
1.448780243908698528e+00,1.126254242752926071e+00,1.021207870046813238e+00,7.210460735397292709e-01
1.271500483522166602e+00,1.070579623089590982e+00,1.338017087532265226e+00,5.175280869368864556e-01
1.481873306285087288e+00,9.034961814575316330e-01,8.128742700922813036e-01,1.138707837807961365e+00
1.301421619397793883e+00,1.236462466004403016e+00,6.209410846346837820e-01,1.358651640498116375e+00
6.081339672922957407e-01,6.268738418954692415e-01,1.226951468634327913e+00,1.120539920896959085e+00
1.040026250531595142e+00,5.787878321417282423e-01,1.154564133974519180e+00,6.393880118465570250e-01
1.483579661581353903e+00,5.779459276873389895e-01,1.327987193259111187e+00,7.784966989869313014e-01
1.203497768044254235e+00,7.455233420468126981e-01,1.046199919681483070e+00,1.316944585886954622e+00
1.389364490518543160e+00,8.744945784729893923e-01,8.917365872525254700e-01,1.313425925158950403e+00
1.322558909952199269e+00,1.419658953926631551e+00,1.317383292891566082e+00,9.943786957527745995e-01
7.368617104489685321e-01,9.681602941887113012e-01,1.250949157452021065e+00,1.126534023823105191e+00
1.353404262963767257e+00,1.068786927493654559e+00,7.095224152220327429e-01,1.214393647582608704e+00
7.636260725587882270e-01,7.540571987997664039e-01,9.731778574439676754e-01,1.316073929820010147e+00
1.130438893402113454e+00,6.510728351499585065e-01,1.031652951968193843e+00,9.671856078753411357e-01
1.420979746601034766e+00,5.620288423857192628e-01,1.386352503384473023e+00,1.074379745226840654e+00
1.053185414725300806e+00,1.375857894639628931e+00,7.380509314144896305e-01,7.495359710787560248e-01
9.945416619057515506e-01,7.881496371124550038e-01,7.434202456208259813e-01,5.199628054165265079e-01
8.365811128779998551e-01,1.174239601553268120e+00,1.171167801342175352e+00,6.402383507206351743e-01
1.388871824733503679e+00,7.558593783503145813e-01,1.292276907114171092e+00,1.028379464355886785e+00
1.360951425888474953e+00,5.749258629050705283e-01,6.953938448719608756e-01,1.321446178476114675e+00
5.617958783821471735e-01,1.475929992416032288e+00,1.478864168562336268e+00,1.451780236490995968e+00
1.468564315269169196e+00,1.275567027166798706e+00,1.487893173602164776e+00,1.138176965631113369e+00
1.446725463029260084e+00,9.944397540978067163e-01,6.806327601845002517e-01,1.258389023777956028e+00
1.461962282809833091e+00,9.691905229580226599e-01,9.463308947631623447e-01,1.155733317524685333e+00
1.415005905207336045e+00,5.959547748873096351e-01,1.034242454450705173e+00,1.170020219893242341e+00
7.597503866414005991e-01,1.253042367545201596e+00,5.537179066087296597e-01,7.335117367806844868e-01
6.997490785211296638e-01,5.770315878601115500e-01,6.262159313892569079e-01,1.182782055672099153e+00
1.150763053530203361e+00,1.212121498430897892e+00,7.029312246330240432e-01,8.890452559659918208e-01
5.210983228099748121e-01,1.388085707943929492e+00,1.071944182180360805e+00,7.990076435426576307e-01
